tweet_id,tweet_time,tweet_text,location,retweets,vaccine,sentiment_vader,sentiment_textblob
1.44E+18,25/09/2021 13:00,I m wishing now that I had not got the vaccine Mine was Moderna,Tennessee,0,Moderna,,
1.44E+18,25/09/2021 12:37,Which vaccine did you get We are waiting on getting our Moderna booster,New York,0,Moderna,,
1.44E+18,25/09/2021 03:46,Fair enough prolific et al rely on the good will of the participants which is true from high stake vaccine research moderna uses remote surveys to psych Really it s the same red team versus blue team that the utopia of cyberspace has devolved into,Massachusetts,0,Moderna,,
1.44E+18,24/09/2021 22:10,Remarkable I also received my moderna vaccine through Genoa at my job as well given that I m a frontline healthcare worker,Arizona,0,Moderna,,
1.44E+18,24/09/2021 21:55,What do you think of the relatively low dose in the Pfizer vaccine vs Moderna,Georgia,0,Moderna,,
1.44E+18,24/09/2021 21:50,I m having a procedure on 10 11 I had to schedule a COVID19 test for it I m having my flu vaccine on 10 6 I also got to schedule my 3rd dose of Moderna on 10 26 Just an FYI for StJosephCounty IN residents that 211 said there is only 1 Moderna location,Indiana,0,Moderna,,
1.44E+18,24/09/2021 21:06,The booster drive through site will be open Monday Friday from 10 am 6 pm Bring proof of vaccination preferably your vaccine card that lists your previous vaccinations Only Pfizer boosters will be available Moderna and J amp J boosters are not recommended at this time,North Carolina,0,Moderna,,
1.44E+18,24/09/2021 20:13,Why would you want to reduce the amount of vaccine to half in Moderna booster when there are already so many breakthroughs with a full dose And when can we get this booster Soon plz,Indiana,0,Moderna,,
1.44E+18,24/09/2021 17:52,UPDATE Moderna HQ May have an answer for When Will the COVID 19 Pandemic End Next Year Vaccine Makers Say,Pennsylvania,0,Moderna,,
1.44E+18,24/09/2021 16:58,If the UK is utilizing the Pfizer or Moderna vaccine which I believe they are I would have to call BS,Kentucky,1,Moderna,,
1.44E+18,24/09/2021 16:45,Got my booster 8 31 Grateful for Moderna vaccine and that all I had to do was go to my local Walgreens Surprisingly I was only ill 2 days w jab 3 Jab 2 laid me out for a week 1 for 5 days ALL OF IT is better than risking COVID19 MaskUp GetVaccinated,Illinois,0,Moderna,,
1.44E+18,24/09/2021 16:33,1 I am fully vaccinated Moderna vaccine I might have caught the DeltaVariant back in June 2021 but I only had a bad taste in my mouth for 8 days,California,0,Moderna,,
1.44E+18,24/09/2021 16:29,CDC Director Dr Walensky please approve booster shots for the moderna vaccine as soon as possible I want my 93 year old mother fully protected with a moderna booster shot Walgreens is waiting for you to approve the moderna booster shots,Louisiana,0,Moderna,,
1.44E+18,24/09/2021 14:04,The next question now is Who s going to believe me about mRNA vaccines and what it s done to my heart What doctor is going to believe me I had no problems with my heart before this moderna vaccine I need to get in contact with the inventor Robert W Malone,California,9,Moderna,,
1.44E+18,24/09/2021 12:48,I had the Moderna vaccine My first vaccine I had no reaction My second vaccine I was a bit achy and feverish for about 36 hrs Nothing major Had I not been retired I could have worked with no problem And I barely felt the jabs Get it done It s less painful than dying,Oklahoma,0,Moderna,,
1.44E+18,24/09/2021 12:06,Here s what experts have learned about the time between the Pfizer and Moderna shots and how that affects overall protection via COVID19 CoronavirusPandemic CovidVaccine GetVaccinated WearAMask,California,0,Moderna,,
1.44E+18,24/09/2021 03:06,Y all don t find it weird that the FDA ain t said shit about the Moderna vaccine yet If the shit ain t approved why s it still being distributed when there s an approved option,New York,0,Moderna,,
1.44E+18,24/09/2021 02:38,I ve had the Moderna vaccine I didn t have any side effects I got a Moderna booster and my arm was sore for a few days and I was tired for awhile,Maine,0,Moderna,,
1.44E+18,24/09/2021 01:06,Amazing So did I I received the Moderna vaccine which I truly believe is the very best based upon what I ve seen out there,Arizona,0,Moderna,,
1.44E+18,23/09/2021 22:49,The data is suggesting that the Moderna vaccine is more durable that Pfizer which is why we re seeing the Pfizer booster authorization requests coming in She should talk with her PCP first but this post may make you feel better,Arizona,0,Moderna,,
1.44E+18,23/09/2021 21:30,And now introducing Salted Caramel Moderna COVID 19 Vaccine,New York,0,Moderna,,
1.44E+18,23/09/2021 19:37,Moderna Sore arm Wee bit of nausea Very tired for a day worth it Had to show proof of vaccine at museum today,New York,0,Moderna,,
1.44E+18,23/09/2021 19:28,Moderna vaccine 2 shots no reaction either time,Alabama,0,Moderna,,
1.44E+18,23/09/2021 19:05,This explains why when I ordered a salad for lunch the other day my dressing choices were French Russian Italian vinaigrette Moderna Pfizer or Booster COVID19 vaccine CovidVaccine,California,0,Moderna,,
1.44E+18,23/09/2021 18:54,2 doses of moderna No problem Husband had same non reaction Both of us were knocked out for a day with Shingles vaccine 26 yo son who hates needles got Pfizer He went thru NYC s months long lockdown The morgue trucks etc He wan t playing No reaction to jab,Maryland,0,Moderna,,
1.44E+18,23/09/2021 18:11,I got the Moderna vaccine and had absolutely zero side effects I was lucky My arm wasn t even sore I took Tylenol before both shots and before bed each time,Georgia,0,Moderna,,
1.44E+18,23/09/2021 17:16,Wish that would include available population data from vaccinees which has for its 5 6M cohort of 65 amp older incl 2 9M individuals fully vaccinated with COVID19 Moderna vaccine,California,0,Moderna,,
1.44E+18,23/09/2021 16:59,Booster Bandit Moderna Pfizer jj johnsonandjohnson biotech vaccine COVIDIOTS Covid 19 COVID19 coronavirus Boosters Booster Bandit pandemic ThirdWave,Ohio,0,Moderna,,
1.44E+18,23/09/2021 16:44,Breaking Moderna vaccine salad dressing coming out under Newman s Owned brand,California,0,Moderna,,
1.44E+18,23/09/2021 16:24,Moderna I felt fine after the first dose I felt lethargic the day after the second dose The vaccine is nothing to be afraid of You should be very very afraid of CoViD 19 especially the possibility you might spread it to someone amp kill him Get vaccinated as soon as you can,New York,0,Moderna,,
1.44E+18,23/09/2021 16:12,Why is the Pfizer vaccine getting all the attention The Moderna vaccine is a better vaccine Is it because the Moderna vaccine is created by an African American woman scientist,New York,0,Moderna,,
1.44E+18,23/09/2021 14:23,What s up with Pfizer pfavoritism Pfizer s vaccine requires a more intensive cold chain than Moderna s yet the US is buying 500 million doses from Pfizer and delivering them to underdeveloped countries,North Carolina,0,Moderna,,
1.44E+18,23/09/2021 14:15,Reading you can do better than this VaccineEquity BidenAdministration,Arkansas,0,Moderna,,
1.44E+18,23/09/2021 14:04,I got my 3rd Moderna vaccine my arm hurt and I ended up on the couch for a couple days On a more positive note my balls didn t swell,North Carolina,0,Moderna,,
1.44E+18,23/09/2021 13:56,Minimal side effects for me arm was sore for a few days and I was really fatigued for a bit but that was it I had the Moderna 2 shot vaccine,Arizona,0,Moderna,,
1.44E+18,23/09/2021 13:22,And for those of us with weak immune systems the Moderna vaccine made me worse They have you fill out a questionnaire before they vaccinate you nut they don t read it They don t care I have had Covid 3 times 2 times after the vaccine I don t recommend it and I never wil,Wisconsin,0,Moderna,,
1.44E+18,23/09/2021 11:35,Final analysis of US funded Moderna Covid vaccine trial shows 98 efficacy against severe disease,New Jersey,0,Moderna,,
1.44E+18,23/09/2021 06:34,Got the results of my covid antibody test today as I ve had the vaccine for a full year now due to that moderna trial Result I got all them antibodies They are legion Tell your resistant folks to get the damn vaccine,California,14,Moderna,,
1.44E+18,23/09/2021 03:54,Moderna is be vaccine I received I don t think they ve have authorized a booster yet,Kentucky,0,Moderna,,
1.44E+18,23/09/2021 01:23,None for me post 36 after after 2nd round of Moderna Thankfully don t know anybody with any issue post vaccine of any of the three,Florida,0,Moderna,,
1.44E+18,22/09/2021 21:42,You ve heard a lot about COVID19 vaccine boosters 3rd shots lately Here s what you need to know Currently only those who have moderately to severely compromised immune systems amp who completed the Moderna or Pfizer two dose series are eligible for a booster,Louisiana,3,Moderna,,
1.44E+18,22/09/2021 18:19,CDC PANEL DISCUSSION 22k people took part in the 3rd dose trial Graph below shows us participants from amp Most people felt pain fatigue muscle pain headache amp fever after dose 3 98 of the participants took the same vaccine as their first 2,Texas,3,Moderna,,
1.44E+18,22/09/2021 17:39,A series of studies found that the Moderna vaccine seemed to be more protective as the months passed than the Pfizer BioNTech vaccine Here s why,Indiana,0,Moderna,,
1.44E+18,02/10/2021 20:58,I got my first moderna shot last February I ve been fully vaxxed since April 1st All the whining y all do when you could have been protected this whole time but I guess a free vaccine is no match for injecting disinfectants or taking horse dewormer,New York,0,Moderna,,
1.44E+18,02/10/2021 18:17,The side effects if you do have any because I know of some people who only had mild to no symptoms at all including myself is a very small price to pay for added protection against COVID19 and from infecting others GetVaccinated,New York,0,Moderna,,
1.44E+18,02/10/2021 16:42,Kramer from Seinfeld now that s a pitch Kramer tries to stop Jerry from taking the vaccine using Newman to send increasingly misleading info via USPS George spirals after accidentally getting both Pfizer amp Moderna Elaine s new boyfriend s great til he got the J amp J vaccine,California,0,Moderna,,
1.44E+18,02/10/2021 15:57,This is from 2 days ago Although the transmission dynamics of Covid 19 are still under study the estimated 10 to 100 fold reductions in viral load with statistically significant reductions in copies through day 9,Oklahoma,0,Moderna,,
1.44E+18,02/10/2021 15:26,Heart inflammation rates higher after Moderna COVID 19 vaccine Canada,New York,0,Moderna,,
1.44E+18,02/10/2021 15:07,FDA won t extend life of J amp J Covid vaccine doses may extend,New York,0,Moderna,,
1.44E+18,02/10/2021 14:33,I did my own research in January 2020 and found out that there was a pandemic erupting in China I did my own research in March 2020 and found out masks work I did my own research in late 2020 and early 21 and found out the Moderna vaccine was far superior to Pfizer s,Texas,0,Moderna,,
1.44E+18,02/10/2021 14:24,Dr Carrie Madej examining Moderna and J amp J vaccine vials DISTURBING,Arizona,0,Moderna,,
1.44E+18,02/10/2021 12:32,Keep trying to tell folks the only legitimate vaccine is moderna because it s the only one that broke the 90 threshold of effectiveness,Maryland,1,Moderna,,
1.44E+18,02/10/2021 12:04,I voluntarily took the Moderna vaccine on March 3rd and April 1st After each dose I was hospitalized with DVT deep vein thrombosis within 2 weeks after the injections I had a pre existing condition thrombosis from chemotherapy and radiation treatment No more doses for me,South Carolina,0,Moderna,,
1.44E+18,02/10/2021 11:38,October will be a big month in vaccine rollout discussion FDA Vax Advisory Committee will discuss mix and match boosters boosters for Moderna and J amp J and EUA for 5 11s,Tennessee,0,Moderna,,
1.44E+18,02/10/2021 11:32,October 14 2021 FDA To Approve Moderna mRNA 1273 vaccine and the Booster,North Carolina,0,Moderna,,
1.44E+18,02/10/2021 11:06,Meanwhile Moderna s vaccine was 93 effective at reducing the short term risk of COVID 19 hospitalization and remained 92 effective after 120 days,Illinois,0,Moderna,,
1.44E+18,02/10/2021 09:19,This is the research I m talking bout F yall who say what do u expect what do you think they can do to make it safer this u selfish asshats This research amp find out info like this It s not much but it s a start amp better informed,Maryland,0,Moderna,,
1.44E+18,02/10/2021 06:56,What exactly did Moderna do that made this vaccine safe enough to get EUA when they had zero success in Human mRNA trials leading up to Covid outbreak FollowThe,Alabama,0,Moderna,,
1.44E+18,02/10/2021 05:33,Moderna s vaccine was 93 effective at reducing the short term risk of COVID 19 hospitalization and remained 92 effective after 120 days I m a Moderna Mami,California,0,Moderna,,
1.44E+18,02/10/2021 04:56,Next year alone they will have birth defect vaccine only 1 on market flue vaccine RSV vaccine if pandemic is over Covid vaccine will go to 150 200 vs pandemic price There alone profits will be doubled in 2022,Illinois,1,Moderna,,
1.44E+18,02/10/2021 04:09,Moderna has an excellent pipeline amp people forget that this is much more than just a Covid vaccine company,Illinois,0,Moderna,,
1.44E+18,02/10/2021 01:14,VRBPAC has announced 3 upcoming meetings for vaccine discussions October 14 Moderna booster October 15 J amp J booster October 15 Mix and match boosters October 26 Pfizer vaccine for kids 5 11,Arkansas,0,Moderna,,
1.44E+18,02/10/2021 01:08,The only person I m advising to get the booster in my family is Nana when she s eligible with moderna She s against it right now but she was also vaccine hesitant until I spent many long convos with her She was 1 of 180,New York,0,Moderna,,
1.44E+18,01/10/2021 22:50,Because Moderna posted 20 billion in revenue but the vax is free free vaccine,Colorado,0,Moderna,,
1.44E+18,01/10/2021 22:32,Regret Not getting help for anxiety in high schoolGrateful that Moderna vaccine,Colorado,0,Moderna,,
1.44E+18,01/10/2021 21:31,In vaccine news advisors plan to meet Oct 14 amp 15 on Moderna J amp J boosters and Oct 26 on Pfizer vaccine for kids 5 11 years old,Virginia,0,Moderna,,
1.44E+18,01/10/2021 19:28,Moderna Vaccine Recall Over Stainless Steel Contamination Caused by Human Error,Florida,0,Moderna,,
1.44E+18,01/10/2021 13:38,The Durham Public Library HAS confirmation that the DHHS Mobile Equity COVID 19 Vaccine Van will be at the library TODAYFriday October 1stfrom 10 00 am until 2 00 pm Walk ins are welcome Open to the public ages 12 Pfizer Moderna and J amp J vaccinations will be available,New Hampshire,0,Moderna,,
1.44E+18,01/10/2021 12:47,Waiting for the Moderna booster From what my RN daughter told me is that Moderna vaccine has responded better than the Pfizer vaccine in fighting the Delta variant I m due in October for the 3rd dose,New York,1,Moderna,,
1.44E+18,01/10/2021 12:00,You are exceedingly lazy and expect me to do your work for you used for stabilizing and the reason it s used in the Pfizer and Moderna vaccines is that the little piece of genetics that s creating the response we want is very unstable,Arizona,0,Moderna,,
1.44E+18,01/10/2021 10:37,No way I got the Moderna vaccine I have had Covid 3 times Twice AFTER the vaccine I don t want to die so keep the booster crap,Wisconsin,0,Moderna,,
1.44E+18,01/10/2021 01:58,Go visit the US federal government VAERS system to see how many thousands of Americans died from COVID 19 vaccine adverse reaction Heerak Christian Kim took double dose vaccine understanding the risks but respects anyone refusing to take the risk Your choice,Virginia,1,Moderna,,
1.44E+18,30/09/2021 21:13,reading the FDA advisory committee only has one more meeting o the books this year and vaccine boosters is not on the agenda How will get approval if the advisory committee doesn t meet again until 2022,Massachusetts,0,Moderna,,
1.44E+18,30/09/2021 16:54,My question exactly but honestly having the Moderna vaccine I would feel more comfortable getting the same as a booster,Massachusetts,0,Moderna,,
1.44E+18,30/09/2021 10:42,Colleagues who originally got Pfizer COVID19 vaccine posting all their booster shot photos meanwhile those of us who got Moderna over here like,Maryland,0,Moderna,,
1.44E+18,29/09/2021 22:49,While the country argues over COVID vaccines I ll be getting my Pneumonia Vaccine in 5 minutes I ll let you all know if they taste the same Moderna tastes like Mandarin Orange Slice Which was way better than Orange Crush,Washington,0,Moderna,,
1.44E+18,29/09/2021 20:49,on average you inhale 100 000 to 1 million microorganisms a day and each microorganism has about 0 1 picograms of RNA That means your body is exposed to between 10 000 100 000 picograms of RNA a day A dose of the Moderna vaccine is 100 picograms of RNA,New York,0,Moderna,,
1.44E+18,29/09/2021 20:08,Moderna s COVID19 vaccine is at the heart of the UK Government s vaccination amp booster programme Great to meet some of the leadership team today discuss their growth in amp hear about the potential of their mRNA technology for treating other conditions eg cancer,Massachusetts,5,Moderna,,
1.44E+18,29/09/2021 19:24,I assume you received the Moderna vaccine since you had 2 shots I didn t experience any reactions when I received them but people aren t the same Some complain of pain at the injection site feeling of heaviness in their legs headaches fatigue and more You ll be alright,Indiana,0,Moderna,,
1.44E+18,29/09/2021 19:21,Hes going have to wear mask at all time at locker room media room including under goalie mask stay 6 feet apart Hope he listen to his personal doctor Had legs clots 6 months prior to taking vaccine were cleared to take Moderna I have no affects and listened to my doctor,New Jersey,0,Moderna,,
1.44E+18,29/09/2021 19:05,No Moderna booster available yet but today I got my flu and pneumonia vaccine Doing all I can to not get sick and in case I do should only be mild Thanks GetVaccinated VaccinesWork,California,0,Moderna,,
1.44E+18,29/09/2021 17:39,Flu vaccine achieved Been fully COVID vaxxed Moderna since April got it as soon as I was eligible Still wear KN95 masks even casually outside Only do outside dining and or patron places with vaccine requirements Get tested twice a week Y all let s end this pandemic,California,0,Moderna,,
1.44E+18,29/09/2021 14:41,I would like more info on just how severe the sxs of the breakthrough cases were Also the vaccine matters I bet they weren t all Moderna,California,0,Moderna,,
1.44E+18,29/09/2021 13:09,I don t understand the logic in that I had the Moderna vaccine and got Covid TWICE AFTER THE VACCINE I had it last March too I am sick of Covid There is no cure You can t force people to get vaccinated That s like forcing people to become Democrat Noooo Thank You,Wisconsin,0,Moderna,,
1.44E+18,29/09/2021 11:15,The had been seeking information about the effectiveness of a full third dose of the vaccine but is now ready to move forward and consider the half dose booster Moderna has proposed the people said,Virginia,1,Moderna,,
1.44E+18,29/09/2021 07:55,Did you get the Moderna vaccine,California,0,Moderna,,
1.44E+18,29/09/2021 03:08,Maybe I ll get Lucky I got the flu as a child amp took the vaccine once it came out only once I ve never had the flue in any variant since I m 73 I ve had COVID No sweat amp took the Moderna vaccine I guess I m done with all of it No more vaccines for me,Tennessee,0,Moderna,,
1.44E+18,29/09/2021 02:23,VAERS systemThe actual number of anaphylaxis is 50 to 120 times higher than claimed by the CDCVaccinated people who die within two weeks are not listed as vaccine deathsModerna received over 300 000 reports of adverse events in only three months timeThe Lazarus Report shows,New York,0,Moderna,,
1.44E+18,29/09/2021 00:45,fact my natural antibodies have outlasted both the J amp J and Moderna vaccine in two blood relatives,Mississippi,0,Moderna,,
1.44E+18,29/09/2021 00:31,I used the one I got this year Also I sense no vaccine hesitation from this tweet Shall we call you Moderna Ben,California,0,Moderna,,
1.44E+18,28/09/2021 23:35,how long do moderna COVID vaccine side effects last help a b out,Texas,0,Moderna,,
1.44E+18,28/09/2021 17:15,I m having such anxiety over my dad 80 and myself not 80 but in a public facing job not being able to get boosters we both had the vaccine 7 and 6 months ago Ugh,Kentucky,0,Moderna,,
1.44E+18,28/09/2021 16:22,I ll be getting my booster as soon as the Moderna vaccine is approved,California,0,Moderna,,
1.44E+18,28/09/2021 16:12,it s almost as if Moderna released a vaccine with about 95 effectiveness within months of a global pandemic breaking out and causing millions of people worldwide thus causing the company s value to skyrocket nothing to see here tho,Illinois,0,Moderna,,
1.44E+18,28/09/2021 14:16,Moderna is just now calling those of us who were volunteers for the study and scheduling booster shots I haven t heard any official announcements but I imagine boosters will be made to the general public who received the Moderna vaccine pretty soon,North Carolina,0,Moderna,,
1.44E+18,28/09/2021 13:14,mRNA had already been discovered That s very different from saying they were anywhere close to a drug Moderna was founded in 2010 their first ever product was the vaccine 10 years later after burning through way over 1bb in investor capital,Massachusetts,0,Moderna,,
1.44E+18,28/09/2021 10:32,Stop talking from a Conspiracy Theorist s stand point go get scientific knowledge According to research only 11 1 cases of Anaphylaxis allergic reaction per 1million Covid 19 vaccine shots Pfizer amp Moderna and they were all treated Most of them had history of anaphtlaxis,Texas,0,Moderna,,
1.44E+18,28/09/2021 04:05,And my 2nd Vaccine shotI m going to be in pain for a couple of days mouth and arm popping pills Moderna ModernaVaccine St Louis Missouri,Missouri,0,Moderna,,
1.44E+18,28/09/2021 01:55,I got the Moderna vaccine 2nd in April Happy with it no side effects I ve heard that the FDA CDC will be considering a booster for both Moderna and J amp J within the next two weeks They recommend waiting and not jumping the gun or mixing vaccines Best of luck,Kentucky,0,Moderna,,
1.44E+18,28/09/2021 01:55,Here s the latest Due to age I don t think it would hurt just to contact CVS or Walgreens,Virginia,0,Moderna,,
1.44E+18,28/09/2021 01:32,If when they approve the Moderna vaccine for boosters I will definitely will,Florida,0,Moderna,,
1.44E+18,28/09/2021 00:40,Conclusion I m not anti vax If it works for u amp u came to the conclusion that it s best for YOUR health amp YOUR personal situation by all means get it But medicine is has amp never will be 1 size fits all Here s 1 more article u may not be aware of,Texas,0,Moderna,,
1.44E+18,28/09/2021 00:34,That s the booster a third COVID shot The vile doesn t say COVID booster 1 it s the same one and two shots you received The third is in fact the same vaccine It isn t different ingredients I was informed that you should get the same brand you received 1 2 3 Pfizer moderna,Texas,0,Moderna,,
1.44E+18,28/09/2021 00:01,Please make sure look at your COVID 19 vaccination record card that you have been administered for two doses of Pfizer or Moderna or single dose of Johnson amp Johnson Janssen vaccine Consult w your PCP amp child s pediatrician 18yrs old of age about it QuincyMA,Massachusetts,0,Moderna,,
1.44E+18,27/09/2021 23:37,Moderna vs Pfizer Is There a Best mRNA Vaccine The Scientist Magazine,California,0,Moderna,,
1.44E+18,27/09/2021 23:08,I m still waiting on the Moderna vaccine to get approval,Indiana,0,Moderna,,
1.44E+18,27/09/2021 20:23,For me it was no different than getting my flu shot I got the Moderna vaccine so I had to get 2 shots Had no side effects from it People respond differently You may have a sore arm headache or legs feel heavy but you ll survive Don t be afraid Go get your shot,Indiana,0,Moderna,,
1.44E+18,27/09/2021 14:16,Moderna to recall COVID 19 doses in Japan after stainless steel contaminants found,Tennessee,0,Moderna,,
1.44E+18,27/09/2021 12:47,I got the Moderna vaccine Can I get a Pfizer booster via,Maryland,1,Moderna,,
1.44E+18,27/09/2021 11:04,I m not here to change anyone s mind but just like all the data amp marketing saying 5G is going take over WiFi I wanted to share this I always like to read a lot of data from both sides,Ohio,0,Moderna,,
1.44E+18,27/09/2021 03:01,By noon ish tomorrow I will have gotten both my flu vaccine and also my third Pfizer booster shot I feel really excited about it one shot in each arm My wife can only get her flu shot but soon will get her Moderna booster when it s approved Science does save lives,New Mexico,0,Moderna,,
1.44E+18,26/09/2021 20:56,Rebranding Moderna as the Trump vaccine could go a long way,New York,2,Moderna,,
1.44E+18,26/09/2021 05:58,I ve read this paper with great interest Parts 1 and 2 And I read the original paper you and your father wrote about the origins of COVID 19 I ve taken the Moderna vaccine and so has my daughter whose 19 years old Do you think that this vaccine will have adverse effects,North Carolina,0,Moderna,,
1.44E+18,25/09/2021 23:16,We have a vaccine glut in the US and I can literally double dip and be quadruple jabbed with both Pfizer and Moderna no questions asked or go for the trifecta when J amp J becomes available again why did our president wait so long to share GlobalCitizenLive,Texas,0,Moderna,,
1.44E+18,25/09/2021 17:46,People over 65 Anyone with underlying health conditions Frontline workers like doctors nurses etc This ONLY applies to people in those categories who got the Pfizer vaccine before No you can t mix vaccines If you originally got Moderna you can t switch,Virginia,0,Moderna,,
1.44E+18,25/09/2021 17:46,Seeing more confusion about who should get a COVID19 booster shot and when The big part is that ONLY Pfizer s vaccine has been approved for boosters And even then only for certain people If you re like me and got Moderna we re still waiting So who gets a booster 1 3,Virginia,0,Moderna,,
1.44E+18,25/09/2021 13:00,I m wishing now that I had not got the vaccine Mine was Moderna,Tennessee,0,Moderna,,
1.44E+18,25/09/2021 12:37,Which vaccine did you get We are waiting on getting our Moderna booster,New York,0,Moderna,,
1.44E+18,25/09/2021 03:46,Fair enough prolific et al rely on the good will of the participants which is true from high stake vaccine research moderna uses remote surveys to psych Really it s the same red team versus blue team that the utopia of cyberspace has devolved into,Massachusetts,0,Moderna,,
1.44E+18,24/09/2021 22:10,Remarkable I also received my moderna vaccine through Genoa at my job as well given that I m a frontline healthcare worker,Arizona,0,Moderna,,
1.44E+18,24/09/2021 21:55,What do you think of the relatively low dose in the Pfizer vaccine vs Moderna,Georgia,0,Moderna,,
1.44E+18,24/09/2021 21:50,I m having a procedure on 10 11 I had to schedule a COVID19 test for it I m having my flu vaccine on 10 6 I also got to schedule my 3rd dose of Moderna on 10 26 Just an FYI for StJosephCounty IN residents that 211 said there is only 1 Moderna location,Indiana,0,Moderna,,
1.44E+18,24/09/2021 21:06,The booster drive through site will be open Monday Friday from 10 am 6 pm Bring proof of vaccination preferably your vaccine card that lists your previous vaccinations Only Pfizer boosters will be available Moderna and J amp J boosters are not recommended at this time,North Carolina,0,Moderna,,
1.44E+18,24/09/2021 20:13,Why would you want to reduce the amount of vaccine to half in Moderna booster when there are already so many breakthroughs with a full dose And when can we get this booster Soon plz,Indiana,0,Moderna,,
1.44E+18,24/09/2021 17:52,UPDATE Moderna HQ May have an answer for When Will the COVID 19 Pandemic End Next Year Vaccine Makers Say,Pennsylvania,0,Moderna,,
1.44E+18,24/09/2021 16:58,If the UK is utilizing the Pfizer or Moderna vaccine which I believe they are I would have to call BS,Kentucky,1,Moderna,,
1.44E+18,24/09/2021 16:45,Got my booster 8 31 Grateful for Moderna vaccine and that all I had to do was go to my local Walgreens Surprisingly I was only ill 2 days w jab 3 Jab 2 laid me out for a week 1 for 5 days ALL OF IT is better than risking COVID19 MaskUp GetVaccinated,Illinois,0,Moderna,,
1.44E+18,24/09/2021 16:33,1 I am fully vaccinated Moderna vaccine I might have caught the DeltaVariant back in June 2021 but I only had a bad taste in my mouth for 8 days,California,0,Moderna,,
1.44E+18,24/09/2021 16:29,CDC Director Dr Walensky please approve booster shots for the moderna vaccine as soon as possible I want my 93 year old mother fully protected with a moderna booster shot Walgreens is waiting for you to approve the moderna booster shots,Louisiana,0,Moderna,,
1.44E+18,24/09/2021 14:04,The next question now is Who s going to believe me about mRNA vaccines and what it s done to my heart What doctor is going to believe me I had no problems with my heart before this moderna vaccine I need to get in contact with the inventor Robert W Malone,California,9,Moderna,,
1.44E+18,24/09/2021 12:48,I had the Moderna vaccine My first vaccine I had no reaction My second vaccine I was a bit achy and feverish for about 36 hrs Nothing major Had I not been retired I could have worked with no problem And I barely felt the jabs Get it done It s less painful than dying,Oklahoma,0,Moderna,,
1.44E+18,24/09/2021 12:06,Here s what experts have learned about the time between the Pfizer and Moderna shots and how that affects overall protection via COVID19 CoronavirusPandemic CovidVaccine GetVaccinated WearAMask,California,0,Moderna,,
1.44E+18,24/09/2021 03:06,Y all don t find it weird that the FDA ain t said shit about the Moderna vaccine yet If the shit ain t approved why s it still being distributed when there s an approved option,New York,0,Moderna,,
1.44E+18,24/09/2021 02:38,I ve had the Moderna vaccine I didn t have any side effects I got a Moderna booster and my arm was sore for a few days and I was tired for awhile,Maine,0,Moderna,,
1.44E+18,24/09/2021 01:06,Amazing So did I I received the Moderna vaccine which I truly believe is the very best based upon what I ve seen out there,Arizona,0,Moderna,,
1.44E+18,23/09/2021 22:49,The data is suggesting that the Moderna vaccine is more durable that Pfizer which is why we re seeing the Pfizer booster authorization requests coming in She should talk with her PCP first but this post may make you feel better,Arizona,0,Moderna,,
1.44E+18,23/09/2021 21:30,And now introducing Salted Caramel Moderna COVID 19 Vaccine,New York,0,Moderna,,
1.44E+18,23/09/2021 19:37,Moderna Sore arm Wee bit of nausea Very tired for a day worth it Had to show proof of vaccine at museum today,New York,0,Moderna,,
1.44E+18,23/09/2021 19:28,Moderna vaccine 2 shots no reaction either time,Alabama,0,Moderna,,
1.44E+18,23/09/2021 19:05,This explains why when I ordered a salad for lunch the other day my dressing choices were French Russian Italian vinaigrette Moderna Pfizer or Booster COVID19 vaccine CovidVaccine,California,0,Moderna,,
1.44E+18,23/09/2021 18:54,2 doses of moderna No problem Husband had same non reaction Both of us were knocked out for a day with Shingles vaccine 26 yo son who hates needles got Pfizer He went thru NYC s months long lockdown The morgue trucks etc He wan t playing No reaction to jab,Maryland,0,Moderna,,
1.44E+18,23/09/2021 18:11,I got the Moderna vaccine and had absolutely zero side effects I was lucky My arm wasn t even sore I took Tylenol before both shots and before bed each time,Georgia,0,Moderna,,
1.44E+18,23/09/2021 17:16,Wish that would include available population data from vaccinees which has for its 5 6M cohort of 65 amp older incl 2 9M individuals fully vaccinated with COVID19 Moderna vaccine,California,0,Moderna,,
1.44E+18,23/09/2021 16:59,Booster Bandit Moderna Pfizer jj johnsonandjohnson biotech vaccine COVIDIOTS Covid 19 COVID19 coronavirus Boosters Booster Bandit pandemic ThirdWave,Ohio,0,Moderna,,
1.44E+18,23/09/2021 16:44,Breaking Moderna vaccine salad dressing coming out under Newman s Owned brand,California,0,Moderna,,
1.44E+18,23/09/2021 16:24,Moderna I felt fine after the first dose I felt lethargic the day after the second dose The vaccine is nothing to be afraid of You should be very very afraid of CoViD 19 especially the possibility you might spread it to someone amp kill him Get vaccinated as soon as you can,New York,0,Moderna,,
1.44E+18,23/09/2021 16:12,Why is the Pfizer vaccine getting all the attention The Moderna vaccine is a better vaccine Is it because the Moderna vaccine is created by an African American woman scientist,New York,0,Moderna,,
1.45E+18,05/10/2021 17:13,As soon as I possibly could No I was 61 then and still am I got my two Moderna shots at the ends of April amp May 2020 Make of that what you will I tend to be a bit lazy but not vaccine hesitant,Virginia,0,Moderna,,
1.45E+18,05/10/2021 17:05,Me waiting for approval of the Moderna vaccine,California,0,Moderna,,
