tweet_id,tweet_time,tweet_text,location,retweets,vaccine,sentiment_vader,sentiment_textblob
1.44e+18,25/09/2021 23:16,vaccine glut US literally double dip quadruple jabbed Pfizer Moderna questions asked go trifecta J amp J becomes available president wait long share GlobalCitizenLive,Texas,0,Moderna,positive,positive
1.44e+18,25/09/2021 17:46,People 65 Anyone underlying health conditions Frontline workers like doctors nurses etc applies people categories got Pfizer vaccine mix vaccines originally got Moderna switch,Virginia,0,Moderna,positive,positive
1.44e+18,25/09/2021 17:46,Seeing confusion get COVID19 booster shot big part Pfizer vaccine approved boosters even certain people like got Moderna still waiting gets booster 1 3,Virginia,0,Moderna,positive,positive
1.44e+18,25/09/2021 13:00,wishing got vaccine Mine Moderna,Tennessee,0,Moderna,positive,neutral
1.44e+18,25/09/2021 12:37,vaccine get waiting getting Moderna booster,New York,0,Moderna,neutral,neutral
1.44e+18,25/09/2021 03:46,Fair enough prolific et al rely good participants true high stake vaccine research moderna uses remote surveys psych Really red team versus blue team utopia cyberspace devolved,Massachusetts,0,Moderna,positive,positive
1.44e+18,26/09/2021 05:58,read paper great interest Parts 1 2 read original paper father wrote origins COVID 19 taken Moderna vaccine daughter whose 19 years old think vaccine adverse effects,North Carolina,0,Moderna,positive,positive
1.44e+18,27/09/2021 23:37,Moderna vs Pfizer Best mRNA Vaccine Scientist Magazine,California,0,Moderna,positive,positive
1.44e+18,27/09/2021 23:08,still waiting Moderna vaccine get approval,Indiana,0,Moderna,positive,neutral
1.44e+18,27/09/2021 20:23,different getting flu shot got Moderna vaccine get 2 shots side effects People respond differently may sore arm headache legs feel heavy survive afraid Go get shot,Indiana,0,Moderna,negative,negative
1.44e+18,27/09/2021 14:16,Moderna recall COVID 19 doses Japan stainless steel contaminants found,Tennessee,0,Moderna,neutral,positive
1.44e+18,27/09/2021 12:47,got Moderna vaccine get Pfizer booster via,Maryland,1,Moderna,neutral,neutral
1.44e+18,27/09/2021 11:04,change anyone mind like data amp marketing saying 5G going take WiFi wanted share always like read lot data sides,Ohio,0,Moderna,positive,neutral
1.44e+18,27/09/2021 03:01,noon ish tomorrow gotten flu vaccine also third Pfizer booster shot feel really excited one shot arm wife get flu shot soon get Moderna booster approved Science save lives,New Mexico,0,Moderna,positive,positive
1.44e+18,01/10/2021 22:50,Moderna posted 20 billion revenue vax free free vaccine,Colorado,0,Moderna,positive,positive
1.44e+18,01/10/2021 22:32,Regret getting help anxiety high schoolGrateful Moderna vaccine,Colorado,0,Moderna,negative,positive
1.44e+18,01/10/2021 21:31,vaccine news advisors plan meet Oct 14 amp 15 Moderna J amp J boosters Oct 26 Pfizer vaccine kids 5 11 years old,Virginia,0,Moderna,neutral,positive
1.44e+18,01/10/2021 19:28,Moderna Vaccine Recall Stainless Steel Contamination Caused Human Error,Florida,0,Moderna,negative,positive
1.44e+18,01/10/2021 13:38,Durham Public Library confirmation DHHS Mobile Equity COVID 19 Vaccine Van library TODAYFriday October 1stfrom 10 00 2 00 pm Walk ins welcome Open public ages 12 Pfizer Moderna J amp J vaccinations available,New Hampshire,0,Moderna,positive,positive
1.44e+18,01/10/2021 12:47,Waiting Moderna booster RN daughter told Moderna vaccine responded better Pfizer vaccine fighting Delta variant due October 3rd dose,New York,1,Moderna,positive,positive
1.44e+18,01/10/2021 12:00,exceedingly lazy expect work used stabilizing reason used Pfizer Moderna vaccines little piece genetics creating response want unstable,Arizona,0,Moderna,negative,negative
1.44e+18,01/10/2021 10:37,way got Moderna vaccine Covid 3 times Twice vaccine want die keep booster crap,Wisconsin,0,Moderna,negative,negative
1.44e+18,01/10/2021 01:58,Go visit US federal government VAERS system see many thousands Americans died COVID 19 vaccine adverse reaction Heerak Christian Kim took double dose vaccine understanding risks respects anyone refusing take risk choice,Virginia,1,Moderna,negative,positive
1.44e+18,30/09/2021 21:13,reading FDA advisory committee one meeting books year vaccine boosters agenda get approval advisory committee meet 2022,Massachusetts,0,Moderna,positive,neutral
1.44e+18,30/09/2021 16:54,question exactly honestly Moderna vaccine would feel comfortable getting booster,Massachusetts,0,Moderna,positive,positive
1.44e+18,30/09/2021 10:42,Colleagues originally got Pfizer COVID19 vaccine posting booster shot photos meanwhile us got Moderna like,Maryland,0,Moderna,positive,positive
1.44e+18,29/09/2021 22:49,country argues COVID vaccines getting Pneumonia Vaccine 5 minutes let know taste Moderna tastes like Mandarin Orange Slice way better Orange Crush,Washington,0,Moderna,positive,positive
1.44e+18,29/09/2021 20:49,average inhale 100 000 1 million microorganisms day microorganism 0 1 picograms RNA means body exposed 10 000 100 000 picograms RNA day dose Moderna vaccine 100 picograms RNA,New York,0,Moderna,negative,negative
1.44e+18,29/09/2021 20:08,Moderna COVID19 vaccine heart UK Government vaccination amp booster programme Great meet leadership team today discuss growth amp hear potential mRNA technology treating conditions eg cancer,Massachusetts,5,Moderna,positive,positive
1.44e+18,29/09/2021 19:24,assume received Moderna vaccine since 2 shots experience reactions received people complain pain injection site feeling heaviness legs headaches fatigue alright,Indiana,0,Moderna,negative,neutral
1.44e+18,29/09/2021 19:21,Hes going wear mask time locker room media room including goalie mask stay 6 feet apart Hope listen personal doctor legs clots 6 months prior taking vaccine cleared take Moderna affects listened doctor,New Jersey,0,Moderna,positive,neutral
1.44e+18,29/09/2021 19:05,Moderna booster available yet today got flu pneumonia vaccine get sick case mild Thanks GetVaccinated VaccinesWork,California,0,Moderna,negative,positive
1.44e+18,29/09/2021 17:39,Flu vaccine achieved fully COVID vaxxed Moderna since April got soon eligible Still wear KN95 masks even casually outside outside dining patron places vaccine requirements Get tested twice week let end pandemic,California,0,Moderna,negative,neutral
1.44e+18,29/09/2021 14:41,would like info severe sxs breakthrough cases Also vaccine matters bet Moderna,California,0,Moderna,neutral,neutral
1.44e+18,29/09/2021 13:09,understand logic Moderna vaccine got Covid TWICE VACCINE last March sick Covid cure force people get vaccinated like forcing people become Democrat Noooo Thank,Wisconsin,0,Moderna,positive,negative
1.44e+18,29/09/2021 11:15,seeking information effectiveness full third dose vaccine ready move forward consider half dose booster Moderna proposed people said,Virginia,1,Moderna,positive,positive
1.44e+18,29/09/2021 07:55,get Moderna vaccine,California,0,Moderna,neutral,neutral
1.44e+18,29/09/2021 03:08,Maybe get Lucky got flu child amp took vaccine came never flue variant since 73 COVID sweat amp took Moderna vaccine guess done vaccines,Tennessee,0,Moderna,positive,positive
1.44e+18,29/09/2021 02:23,VAERS systemThe actual number anaphylaxis 50 120 times higher claimed CDCVaccinated people die within two weeks listed vaccine deathsModerna received 300 000 reports adverse events three months timeThe Lazarus Report shows,New York,0,Moderna,negative,positive
1.44e+18,29/09/2021 00:45,fact natural antibodies outlasted J amp J Moderna vaccine two blood relatives,Mississippi,0,Moderna,positive,positive
1.44e+18,29/09/2021 00:31,used one got year Also sense vaccine hesitation tweet Shall call Moderna Ben,California,0,Moderna,negative,neutral
1.44e+18,28/09/2021 23:35,long moderna COVID vaccine side effects last help b,Texas,0,Moderna,positive,negative
1.44e+18,28/09/2021 17:15,anxiety dad 80 80 public facing job able get boosters vaccine 7 6 months ago Ugh,Kentucky,0,Moderna,negative,positive
1.44e+18,28/09/2021 16:22,getting booster soon Moderna vaccine approved,California,0,Moderna,positive,neutral
1.44e+18,28/09/2021 16:12,almost Moderna released vaccine 95 effectiveness within months global pandemic breaking causing millions people worldwide thus causing company value skyrocket nothing see tho,Illinois,0,Moderna,positive,neutral
1.44e+18,28/09/2021 14:16,Moderna calling us volunteers study scheduling booster shots heard official announcements imagine boosters made general public received Moderna vaccine pretty soon,North Carolina,0,Moderna,positive,positive
1.44e+18,28/09/2021 13:14,mRNA already discovered different saying anywhere close drug Moderna founded 2010 first ever product vaccine 10 years later burning way 1bb investor capital,Massachusetts,0,Moderna,neutral,positive
1.44e+18,28/09/2021 10:32,Stop talking Conspiracy Theorist stand point go get scientific knowledge According research 11 1 cases Anaphylaxis allergic reaction per 1million Covid 19 vaccine shots Pfizer amp Moderna treated history anaphtlaxis,Texas,0,Moderna,negative,neutral
1.44e+18,28/09/2021 04:05,2nd Vaccine shotI going pain couple days mouth arm popping pills Moderna ModernaVaccine St Louis Missouri,Missouri,0,Moderna,negative,neutral
1.44e+18,28/09/2021 01:55,got Moderna vaccine 2nd April Happy side effects heard FDA CDC considering booster Moderna J amp J within next two weeks recommend waiting jumping gun mixing vaccines Best luck,Kentucky,0,Moderna,positive,positive
1.44e+18,28/09/2021 01:55,latest Due age think would hurt contact CVS Walgreens,Virginia,0,Moderna,negative,positive
1.44e+18,28/09/2021 01:32,approve Moderna vaccine boosters definitely,Florida,0,Moderna,positive,neutral
1.44e+18,28/09/2021 00:40,Conclusion anti vax works u amp u came conclusion best health amp personal situation means get medicine amp never 1 size fits 1 article u may aware,Texas,0,Moderna,positive,positive
1.44e+18,28/09/2021 00:34,booster third COVID shot vile say COVID booster 1 one two shots received third fact vaccine different ingredients informed get brand received 1 2 3 Pfizer moderna,Texas,0,Moderna,negative,neutral
1.44e+18,28/09/2021 00:01,Please make sure look COVID 19 vaccination record card administered two doses Pfizer Moderna single dose Johnson amp Johnson Janssen vaccine Consult w PCP amp child pediatrician 18yrs old age QuincyMA,Massachusetts,0,Moderna,positive,positive
1.44e+18,27/09/2021 23:37,Moderna vs Pfizer Best mRNA Vaccine Scientist Magazine,California,0,Moderna,positive,positive
1.44e+18,27/09/2021 23:08,still waiting Moderna vaccine get approval,Indiana,0,Moderna,positive,neutral
1.44e+18,27/09/2021 20:23,different getting flu shot got Moderna vaccine get 2 shots side effects People respond differently may sore arm headache legs feel heavy survive afraid Go get shot,Indiana,0,Moderna,negative,negative
1.44e+18,27/09/2021 14:16,Moderna recall COVID 19 doses Japan stainless steel contaminants found,Tennessee,0,Moderna,neutral,positive
1.44e+18,27/09/2021 12:47,got Moderna vaccine get Pfizer booster via,Maryland,1,Moderna,neutral,neutral
1.44e+18,27/09/2021 11:04,change anyone mind like data amp marketing saying 5G going take WiFi wanted share always like read lot data sides,Ohio,0,Moderna,positive,neutral
1.44e+18,27/09/2021 03:01,noon ish tomorrow gotten flu vaccine also third Pfizer booster shot feel really excited one shot arm wife get flu shot soon get Moderna booster approved Science save lives,New Mexico,0,Moderna,positive,positive
1.44e+18,26/09/2021 20:56,Rebranding Moderna Trump vaccine could go long way,New York,2,Moderna,neutral,negative
1.44e+18,26/09/2021 05:58,read paper great interest Parts 1 2 read original paper father wrote origins COVID 19 taken Moderna vaccine daughter whose 19 years old think vaccine adverse effects,North Carolina,0,Moderna,positive,positive
1.44e+18,25/09/2021 23:16,vaccine glut US literally double dip quadruple jabbed Pfizer Moderna questions asked go trifecta J amp J becomes available president wait long share GlobalCitizenLive,Texas,0,Moderna,positive,positive
1.44e+18,25/09/2021 17:46,People 65 Anyone underlying health conditions Frontline workers like doctors nurses etc applies people categories got Pfizer vaccine mix vaccines originally got Moderna switch,Virginia,0,Moderna,positive,positive
1.44e+18,25/09/2021 17:46,Seeing confusion get COVID19 booster shot big part Pfizer vaccine approved boosters even certain people like got Moderna still waiting gets booster 1 3,Virginia,0,Moderna,positive,positive
1.44e+18,25/09/2021 13:00,wishing got vaccine Mine Moderna,Tennessee,0,Moderna,positive,neutral
1.44e+18,25/09/2021 12:37,vaccine get waiting getting Moderna booster,New York,0,Moderna,neutral,neutral
1.44e+18,25/09/2021 03:46,Fair enough prolific et al rely good participants true high stake vaccine research moderna uses remote surveys psych Really red team versus blue team utopia cyberspace devolved,Massachusetts,0,Moderna,positive,positive
1.44e+18,24/09/2021 22:10,Remarkable also received moderna vaccine Genoa job well given frontline healthcare worker,Arizona,0,Moderna,positive,positive
1.44e+18,24/09/2021 21:55,think relatively low dose Pfizer vaccine vs Moderna,Georgia,0,Moderna,negative,neutral
1.44e+18,24/09/2021 21:50,procedure 10 11 schedule COVID19 test flu vaccine 10 6 also got schedule 3rd dose Moderna 10 26 FYI StJosephCounty residents 211 said 1 Moderna location,Indiana,0,Moderna,neutral,neutral
1.44e+18,24/09/2021 21:06,booster drive site open Monday Friday 10 6 pm Bring proof vaccination preferably vaccine card lists previous vaccinations Pfizer boosters available Moderna J amp J boosters recommended time,North Carolina,0,Moderna,positive,positive
1.44e+18,24/09/2021 20:13,would want reduce amount vaccine half Moderna booster already many breakthroughs full dose get booster Soon plz,Indiana,0,Moderna,positive,positive
1.44e+18,24/09/2021 17:52,UPDATE Moderna HQ May answer COVID 19 Pandemic End Next Year Vaccine Makers Say,Pennsylvania,0,Moderna,neutral,neutral
1.44e+18,24/09/2021 16:58,UK utilizing Pfizer Moderna vaccine believe would call BS,Kentucky,1,Moderna,neutral,neutral
1.44e+18,24/09/2021 16:45,Got booster 8 31 Grateful Moderna vaccine go local Walgreens Surprisingly ill 2 days w jab 3 Jab 2 laid week 1 5 days better risking COVID19 MaskUp GetVaccinated,Illinois,0,Moderna,positive,neutral
1.44e+18,24/09/2021 16:33,1 fully vaccinated Moderna vaccine might caught DeltaVariant back June 2021 bad taste mouth 8 days,California,0,Moderna,negative,negative
1.44e+18,24/09/2021 16:29,CDC Director Dr Walensky please approve booster shots moderna vaccine soon possible want 93 year old mother fully protected moderna booster shot Walgreens waiting approve moderna booster shots,Louisiana,0,Moderna,positive,positive
1.44e+18,24/09/2021 14:04,next question going believe mRNA vaccines done heart doctor going believe problems heart moderna vaccine need get contact inventor Robert W Malone,California,9,Moderna,positive,neutral
1.44e+18,24/09/2021 12:48,Moderna vaccine first vaccine reaction second vaccine bit achy feverish 36 hrs Nothing major retired could worked problem barely felt jabs Get done less painful dying,Oklahoma,0,Moderna,negative,negative
1.44e+18,24/09/2021 12:06,experts learned time Pfizer Moderna shots affects overall protection via COVID19 CoronavirusPandemic CovidVaccine GetVaccinated WearAMask,California,0,Moderna,neutral,neutral
1.44e+18,24/09/2021 03:06,find weird FDA said shit Moderna vaccine yet shit approved still distributed approved option,New York,0,Moderna,negative,negative
1.44e+18,24/09/2021 02:38,Moderna vaccine side effects got Moderna booster arm sore days tired awhile,Maine,0,Moderna,negative,negative
1.44e+18,24/09/2021 01:06,Amazing received Moderna vaccine truly believe best based upon seen,Arizona,0,Moderna,positive,positive
1.44e+18,23/09/2021 22:49,data suggesting Moderna vaccine durable Pfizer seeing Pfizer booster authorization requests coming talk PCP first post may make feel better,Arizona,0,Moderna,positive,positive
1.44e+18,23/09/2021 21:30,introducing Salted Caramel Moderna COVID 19 Vaccine,New York,0,Moderna,neutral,neutral
1.44e+18,23/09/2021 19:37,Moderna Sore arm Wee bit nausea tired day worth show proof vaccine museum today,New York,0,Moderna,negative,negative
1.44e+18,23/09/2021 19:28,Moderna vaccine 2 shots reaction either time,Alabama,0,Moderna,neutral,neutral
1.44e+18,23/09/2021 19:05,explains ordered salad lunch day dressing choices French Russian Italian vinaigrette Moderna Pfizer Booster COVID19 vaccine CovidVaccine,California,0,Moderna,neutral,neutral
1.44e+18,23/09/2021 18:54,2 doses moderna problem Husband non reaction us knocked day Shingles vaccine 26 yo son hates needles got Pfizer went thru NYC months long lockdown morgue trucks etc wan playing reaction jab,Maryland,0,Moderna,negative,negative
1.44e+18,23/09/2021 18:11,got Moderna vaccine absolutely zero side effects lucky arm even sore took Tylenol shots bed time,Georgia,0,Moderna,positive,positive
1.44e+18,23/09/2021 17:16,Wish would include available population data vaccinees 5 6M cohort 65 amp older incl 2 9M individuals fully vaccinated COVID19 Moderna vaccine,California,0,Moderna,positive,positive
1.44e+18,23/09/2021 16:59,Booster Bandit Moderna Pfizer jj johnsonandjohnson biotech vaccine COVIDIOTS Covid 19 COVID19 coronavirus Boosters Booster Bandit pandemic ThirdWave,Ohio,0,Moderna,positive,neutral
1.44e+18,23/09/2021 16:44,Breaking Moderna vaccine salad dressing coming Newman Owned brand,California,0,Moderna,neutral,neutral
1.44e+18,23/09/2021 16:24,Moderna felt fine first dose felt lethargic day second dose vaccine nothing afraid afraid CoViD 19 especially possibility might spread someone amp kill Get vaccinated soon,New York,0,Moderna,negative,negative
1.44e+18,23/09/2021 16:12,Pfizer vaccine getting attention Moderna vaccine better vaccine Moderna vaccine created African American woman scientist,New York,0,Moderna,positive,positive
1.44e+18,23/09/2021 14:23,Pfizer pfavoritism Pfizer vaccine requires intensive cold chain Moderna yet US buying 500 million doses Pfizer delivering underdeveloped countries,North Carolina,0,Moderna,neutral,negative
1.44e+18,23/09/2021 14:15,Reading better VaccineEquity BidenAdministration,Arkansas,0,Moderna,positive,positive
1.44e+18,23/09/2021 14:04,got 3rd Moderna vaccine arm hurt ended couch couple days positive note balls swell,North Carolina,0,Moderna,positive,positive
1.44e+18,23/09/2021 13:56,Minimal side effects arm sore days really fatigued bit Moderna 2 shot vaccine,Arizona,0,Moderna,negative,positive
1.44e+18,23/09/2021 13:22,us weak immune systems Moderna vaccine made worse fill questionnaire vaccinate nut read care Covid 3 times 2 times vaccine recommend never wil,Wisconsin,0,Moderna,positive,negative
1.44e+18,23/09/2021 11:35,Final analysis US funded Moderna Covid vaccine trial shows 98 efficacy severe disease,New Jersey,0,Moderna,negative,neutral
1.44e+18,23/09/2021 06:34,Got results covid antibody test today vaccine full year due moderna trial Result got antibodies legion Tell resistant folks get damn vaccine,California,14,Moderna,negative,positive
1.44e+18,23/09/2021 03:54,Moderna vaccine received think authorized booster yet,Kentucky,0,Moderna,neutral,neutral
1.44e+18,23/09/2021 01:23,None post 36 2nd round Moderna Thankfully know anybody issue post vaccine three,Florida,0,Moderna,positive,negative
1.44e+18,22/09/2021 21:42,heard lot COVID19 vaccine boosters 3rd shots lately need know Currently moderately severely compromised immune systems amp completed Moderna Pfizer two dose series eligible booster,Louisiana,3,Moderna,negative,negative
1.44e+18,22/09/2021 18:19,CDC PANEL DISCUSSION 22k people took part 3rd dose trial Graph shows us participants amp people felt pain fatigue muscle pain headache amp fever dose 3 98 participants took vaccine first 2,Texas,3,Moderna,negative,positive
1.44e+18,22/09/2021 17:39,series studies found Moderna vaccine seemed protective months passed Pfizer BioNTech vaccine,Indiana,0,Moderna,neutral,neutral
1.44e+18,02/10/2021 20:58,got first moderna shot last February fully vaxxed since April 1st whining could protected whole time guess free vaccine match injecting disinfectants taking horse dewormer,New York,0,Moderna,positive,positive
1.44e+18,02/10/2021 18:17,side effects know people mild symptoms including small price pay added protection COVID19 infecting others GetVaccinated,New York,0,Moderna,negative,positive
1.44e+18,02/10/2021 16:42,Kramer Seinfeld pitch Kramer tries stop Jerry taking vaccine using Newman send increasingly misleading info via USPS George spirals accidentally getting Pfizer amp Moderna Elaine new boyfriend great til got J amp J vaccine,California,0,Moderna,negative,positive
1.44e+18,02/10/2021 15:57,2 days ago Although transmission dynamics Covid 19 still study estimated 10 100 fold reductions viral load statistically significant reductions copies day 9,Oklahoma,0,Moderna,positive,positive
1.44e+18,02/10/2021 15:26,Heart inflammation rates higher Moderna COVID 19 vaccine Canada,New York,0,Moderna,positive,positive
1.44e+18,02/10/2021 15:07,FDA extend life J amp J Covid vaccine doses may extend,New York,0,Moderna,positive,neutral
1.44e+18,02/10/2021 14:33,research January 2020 found pandemic erupting China research March 2020 found masks work research late 2020 early 21 found Moderna vaccine far superior Pfizer,Texas,0,Moderna,positive,positive
1.44e+18,02/10/2021 14:24,Dr Carrie Madej examining Moderna J amp J vaccine vials DISTURBING,Arizona,0,Moderna,negative,negative
1.44e+18,02/10/2021 12:32,Keep trying tell folks legitimate vaccine moderna one broke 90 threshold effectiveness,Maryland,1,Moderna,negative,neutral
1.44e+18,02/10/2021 12:04,voluntarily took Moderna vaccine March 3rd April 1st dose hospitalized DVT deep vein thrombosis within 2 weeks injections pre existing condition thrombosis chemotherapy radiation treatment doses,South Carolina,0,Moderna,neutral,neutral
1.44e+18,02/10/2021 11:38,October big month vaccine rollout discussion FDA Vax Advisory Committee discuss mix match boosters boosters Moderna J amp J EUA 5 11s,Tennessee,0,Moderna,neutral,neutral
1.44e+18,02/10/2021 11:32,October 14 2021 FDA Approve Moderna mRNA 1273 vaccine Booster,North Carolina,0,Moderna,neutral,neutral
1.44e+18,02/10/2021 11:06,Meanwhile Moderna vaccine 93 effective reducing short term risk COVID 19 hospitalization remained 92 effective 120 days,Illinois,0,Moderna,positive,positive
1.44e+18,02/10/2021 09:19,research talking bout F yall say u expect think make safer u selfish asshats research amp find info like much start amp better informed,Maryland,0,Moderna,positive,positive
1.44e+18,02/10/2021 06:56,exactly Moderna made vaccine safe enough get EUA zero success Human mRNA trials leading Covid outbreak FollowThe,Alabama,0,Moderna,positive,positive
1.44e+18,02/10/2021 05:33,Moderna vaccine 93 effective reducing short term risk COVID 19 hospitalization remained 92 effective 120 days Moderna Mami,California,0,Moderna,positive,positive
1.44e+18,02/10/2021 04:56,Next year alone birth defect vaccine 1 market flue vaccine RSV vaccine pandemic Covid vaccine go 150 200 vs pandemic price alone profits doubled 2022,Illinois,1,Moderna,negative,neutral
1.44e+18,02/10/2021 04:09,Moderna excellent pipeline amp people forget much Covid vaccine company,Illinois,0,Moderna,positive,positive
1.44e+18,02/10/2021 01:14,VRBPAC announced 3 upcoming meetings vaccine discussions October 14 Moderna booster October 15 J amp J booster October 15 Mix match boosters October 26 Pfizer vaccine kids 5 11,Arkansas,0,Moderna,neutral,neutral
1.44e+18,02/10/2021 01:08,person advising get booster family Nana eligible moderna right also vaccine hesitant spent many long convos 1 180,New York,0,Moderna,negative,positive
1.44e+18,01/10/2021 22:50,Moderna posted 20 billion revenue vax free free vaccine,Colorado,0,Moderna,positive,positive
1.44e+18,01/10/2021 22:32,Regret getting help anxiety high schoolGrateful Moderna vaccine,Colorado,0,Moderna,negative,positive
1.44e+18,01/10/2021 21:31,vaccine news advisors plan meet Oct 14 amp 15 Moderna J amp J boosters Oct 26 Pfizer vaccine kids 5 11 years old,Virginia,0,Moderna,neutral,positive
1.44e+18,01/10/2021 19:28,Moderna Vaccine Recall Stainless Steel Contamination Caused Human Error,Florida,0,Moderna,negative,positive
1.44e+18,01/10/2021 13:38,Durham Public Library confirmation DHHS Mobile Equity COVID 19 Vaccine Van library TODAYFriday October 1stfrom 10 00 2 00 pm Walk ins welcome Open public ages 12 Pfizer Moderna J amp J vaccinations available,New Hampshire,0,Moderna,positive,positive
1.44e+18,01/10/2021 12:47,Waiting Moderna booster RN daughter told Moderna vaccine responded better Pfizer vaccine fighting Delta variant due October 3rd dose,New York,1,Moderna,positive,positive
1.44e+18,01/10/2021 12:00,exceedingly lazy expect work used stabilizing reason used Pfizer Moderna vaccines little piece genetics creating response want unstable,Arizona,0,Moderna,negative,negative
1.44e+18,01/10/2021 10:37,way got Moderna vaccine Covid 3 times Twice vaccine want die keep booster crap,Wisconsin,0,Moderna,negative,negative
1.44e+18,01/10/2021 01:58,Go visit US federal government VAERS system see many thousands Americans died COVID 19 vaccine adverse reaction Heerak Christian Kim took double dose vaccine understanding risks respects anyone refusing take risk choice,Virginia,1,Moderna,negative,positive
1.44e+18,30/09/2021 21:13,reading FDA advisory committee one meeting books year vaccine boosters agenda get approval advisory committee meet 2022,Massachusetts,0,Moderna,positive,neutral
1.44e+18,30/09/2021 16:54,question exactly honestly Moderna vaccine would feel comfortable getting booster,Massachusetts,0,Moderna,positive,positive
1.44e+18,30/09/2021 10:42,Colleagues originally got Pfizer COVID19 vaccine posting booster shot photos meanwhile us got Moderna like,Maryland,0,Moderna,positive,positive
1.44e+18,29/09/2021 22:49,country argues COVID vaccines getting Pneumonia Vaccine 5 minutes let know taste Moderna tastes like Mandarin Orange Slice way better Orange Crush,Washington,0,Moderna,positive,positive
1.44e+18,29/09/2021 20:49,average inhale 100 000 1 million microorganisms day microorganism 0 1 picograms RNA means body exposed 10 000 100 000 picograms RNA day dose Moderna vaccine 100 picograms RNA,New York,0,Moderna,negative,negative
1.44e+18,29/09/2021 20:08,Moderna COVID19 vaccine heart UK Government vaccination amp booster programme Great meet leadership team today discuss growth amp hear potential mRNA technology treating conditions eg cancer,Massachusetts,5,Moderna,positive,positive
1.44e+18,29/09/2021 19:24,assume received Moderna vaccine since 2 shots experience reactions received people complain pain injection site feeling heaviness legs headaches fatigue alright,Indiana,0,Moderna,negative,neutral
1.44e+18,29/09/2021 19:21,Hes going wear mask time locker room media room including goalie mask stay 6 feet apart Hope listen personal doctor legs clots 6 months prior taking vaccine cleared take Moderna affects listened doctor,New Jersey,0,Moderna,positive,neutral
1.44e+18,29/09/2021 19:05,Moderna booster available yet today got flu pneumonia vaccine get sick case mild Thanks GetVaccinated VaccinesWork,California,0,Moderna,negative,positive
1.44e+18,29/09/2021 17:39,Flu vaccine achieved fully COVID vaxxed Moderna since April got soon eligible Still wear KN95 masks even casually outside outside dining patron places vaccine requirements Get tested twice week let end pandemic,California,0,Moderna,negative,neutral
1.44e+18,29/09/2021 14:41,would like info severe sxs breakthrough cases Also vaccine matters bet Moderna,California,0,Moderna,neutral,neutral
1.44e+18,29/09/2021 13:09,understand logic Moderna vaccine got Covid TWICE VACCINE last March sick Covid cure force people get vaccinated like forcing people become Democrat Noooo Thank,Wisconsin,0,Moderna,positive,negative
1.44e+18,29/09/2021 11:15,seeking information effectiveness full third dose vaccine ready move forward consider half dose booster Moderna proposed people said,Virginia,1,Moderna,positive,positive
1.44e+18,29/09/2021 07:55,get Moderna vaccine,California,0,Moderna,neutral,neutral
1.44e+18,29/09/2021 03:08,Maybe get Lucky got flu child amp took vaccine came never flue variant since 73 COVID sweat amp took Moderna vaccine guess done vaccines,Tennessee,0,Moderna,positive,positive
1.44e+18,29/09/2021 02:23,VAERS systemThe actual number anaphylaxis 50 120 times higher claimed CDCVaccinated people die within two weeks listed vaccine deathsModerna received 300 000 reports adverse events three months timeThe Lazarus Report shows,New York,0,Moderna,negative,positive
1.44e+18,29/09/2021 00:45,fact natural antibodies outlasted J amp J Moderna vaccine two blood relatives,Mississippi,0,Moderna,positive,positive
1.44e+18,29/09/2021 00:31,used one got year Also sense vaccine hesitation tweet Shall call Moderna Ben,California,0,Moderna,negative,neutral
1.44e+18,28/09/2021 23:35,long moderna COVID vaccine side effects last help b,Texas,0,Moderna,positive,negative
1.44e+18,28/09/2021 17:15,anxiety dad 80 80 public facing job able get boosters vaccine 7 6 months ago Ugh,Kentucky,0,Moderna,negative,positive
1.44e+18,28/09/2021 16:22,getting booster soon Moderna vaccine approved,California,0,Moderna,positive,neutral
1.44e+18,28/09/2021 16:12,almost Moderna released vaccine 95 effectiveness within months global pandemic breaking causing millions people worldwide thus causing company value skyrocket nothing see tho,Illinois,0,Moderna,positive,neutral
1.44e+18,28/09/2021 14:16,Moderna calling us volunteers study scheduling booster shots heard official announcements imagine boosters made general public received Moderna vaccine pretty soon,North Carolina,0,Moderna,positive,positive
1.44e+18,28/09/2021 13:14,mRNA already discovered different saying anywhere close drug Moderna founded 2010 first ever product vaccine 10 years later burning way 1bb investor capital,Massachusetts,0,Moderna,neutral,positive
1.44e+18,28/09/2021 10:32,Stop talking Conspiracy Theorist stand point go get scientific knowledge According research 11 1 cases Anaphylaxis allergic reaction per 1million Covid 19 vaccine shots Pfizer amp Moderna treated history anaphtlaxis,Texas,0,Moderna,negative,neutral
1.44e+18,28/09/2021 04:05,2nd Vaccine shotI going pain couple days mouth arm popping pills Moderna ModernaVaccine St Louis Missouri,Missouri,0,Moderna,negative,neutral
1.44e+18,28/09/2021 01:55,got Moderna vaccine 2nd April Happy side effects heard FDA CDC considering booster Moderna J amp J within next two weeks recommend waiting jumping gun mixing vaccines Best luck,Kentucky,0,Moderna,positive,positive
1.44e+18,28/09/2021 01:55,latest Due age think would hurt contact CVS Walgreens,Virginia,0,Moderna,negative,positive
1.44e+18,28/09/2021 01:32,approve Moderna vaccine boosters definitely,Florida,0,Moderna,positive,neutral
1.44e+18,28/09/2021 00:40,Conclusion anti vax works u amp u came conclusion best health amp personal situation means get medicine amp never 1 size fits 1 article u may aware,Texas,0,Moderna,positive,positive
